price,rooms,area,floor,total_floor,district,"address",ZHK,type,year
17000000,3,78,6,6,Наурызбай,"мкр. Шугыла, Жунисова — Жакыбаева",,монолитный,2018
18500000,2,45,4,4,Бостандык,Манаса 54 — Манаса габдуллина,,кирпичный,1963
17000000,3,78,6,6,Наурызбай,"мкр. Шугыла, Жунисова — Жакыбаева",,монолитный,2018
25500000,2,56,1,5,Бостандык,Тимирязева — Розыбакиева,,кирпичный,1976
135000000,4,163,22,30,Бостандык,Аль-Фараби — Западный Желтоксан,Нурлы Тау,монолитный,2010
38000000,2,86,8,16,Алмалы,улица Брусиловского 159,Алтын Булак 1,монолитный,2016
29500000,2,49,5,5,Бостандык,Сатпаева — Ауэзова,,кирпичный,1987
16200000,2,45,3,4,Ауэзов,"мкр. №10, Шаляпина — проспект Алтынсарина",,панельный,1966
230000000,4,250,5,11,Медеу,Карасай Батыра — проспект Достык,Прогресс,монолитный,2005
16500000,1,30,1,5,Алмалы,Радостовца — Кабанбай Батыра (Калинина),,панельный,1978
76000000,3,"113,5",7,10,Бостандык,"мкр. Алмагуль, Гагарина 309 — Левитана",Комфорт,,2017
24500000,1,45,8,17,Ауэзов,"мкр. Мамыр-4, Мамыр-1 29",Спутник,монолитный,2013
56500000,3,132,4,20,Алмалы,Брусиловского 163блок24,Манхеттан (29 квартал),монолитный,2011
46000000,2,57,14,33,Бостандык,Аль-Фараби,Orion,монолитный,2018
16300000,1,29,3,4,Ауэзов,Жандосова 168 — Берегового,,кирпичный,1970
40000000,4,102,2,9,Бостандык,Радостовца,,панельный,1996
13500000,2,42,5,5,Ауэзов,Саина,,кирпичный,1978
12600000,1,32,2,4,Ауэзов,Саина — Маречека,,панельный,1972
15000000,2,43,3,4,Ауэзов,"мкр. №5, 5-й микрорайон",,панельный,1964
25500000,3,64,2,5,Алмалы,Клочкова — Жамбыла,,панельный,1979
27500000,3,72,2,9,Ауэзов,мкр. Аксай-4,,панельный,1987
22000000,2,52,3,9,Ауэзов,мкр. Аксай-4,,панельный,1987
27700000,2,61,8,9,Бостандык,Сатпаева 75 — Радостовца,,панельный,1986
13500000,1,36,5,5,Ауэзов,мкр. Аксай-4,,панельный,1988
21800000,2,67,,,Алатау,Аккент — Яссауи,АкКент,монолитный,2011
6500000,1,12,3,5,Бостандык,Жандосова — Розыбакиева,,кирпичный,1983
20000000,2,45,9,10,Ауэзов,"мкр. Аксай-5, Б. Момышулы — Жубанова",Уш-Сункар,монолитный,2019
18000000,3,58,3,4,Ауэзов,"мкр. №2, Куанышбаева — Утеген Батыра",,панельный,1964
23500000,1,39,3,12,Бостандык,Сатпаева 90 — Туркебаева,Акварель,монолитный,2019
23500000,2,50,5,5,Бостандык,Розыбакиева — Басенова,,кирпичный,1986
24000000,3,66,9,9,Ауэзов,мкр. Аксай-4,,панельный,1985
150000000,4,190,1,6,Бостандык,Рахмадиева 2 к4 — Алматинская,Наурыз,монолитный,2012
24500000,3,69,6,9,Ауэзов,мкр. Аксай-2,,панельный,1983
26000000,3,70,6,10,Алмалы,Толе Би 282,,монолитный,1994
27000000,3,"67,5",1,4,Ауэзов,мкр. Аксай-4,,панельный,2000
26000000,3,70,5,5,Ауэзов,мкр. Аксай-4,,панельный,1984
21000000,2,65,5,9,Турксиб,"Жас Канат, Баймагамбетова",,монолитный,2017
52000000,3,140,5,20,Алмалы,Прокофьева 148,Манхеттан (29 квартал),монолитный,2011
23000000,2,55,10,10,Ауэзов,Б. Момышулы 25,Уш-Сункар,монолитный,2018
12000000,1,32,3,4,Ауэзов,"мкр. №6, проспект Абая — Саина",,панельный,1966
26000000,3,70,1,5,Ауэзов,мкр. Аксай-4,,панельный,1987
21999999,3,"59,2",2,4,Бостандык,"мкр. Коктем-3, Бухар Жырау (Ботанический) — Мусрепова",,панельный,1974
11500000,1,33,1,4,Ауэзов,"мкр. №10 А, Шаляпина — Берегового",,панельный,1967
33750000,4,92,1,9,Ауэзов,мкр. Аксай-4,,панельный,1988
17000000,1,40,4,5,Алмалы,Шевченко 123 — Шагабудинова,,кирпичный,1986
33000000,3,69,5,5,Медеу,Зейна Шашкина 36А — проспект Аль-Фараби,,кирпичный,1992
15000000,1,41,3,9,Ауэзов,мкр. Аксай-4,,панельный,1989
19900000,2,54,3,5,Ауэзов,мкр. Аксай-4,,панельный,1987
15900000,2,43,3,4,Ауэзов,"мкр. №5, 5-й микрорайон",,панельный,1965
33500000,3,82,4,5,Алмалы,Клочкова 89 — Абая,,кирпичный,1979
14700000,2,43,4,4,,проспект Алтынсарина — Улугбека,,панельный,1964
13000000,2,40,3,4,Ауэзов,"мкр. Таугуль, Таугуль 2 — Вишневская",,кирпичный,1969
14500000,2,43,1,4,Ауэзов,"мкр. №2, Жубанова — проспект Алтынсарина",,панельный,1963
14700000,1,41,2,5,Ауэзов,"мкр. Аксай-4, Бауыржана Момышулы — проспект Улугбека",,панельный,1986
27500000,3,72,3,9,Ауэзов,мкр. Аксай-4,,панельный,1989
57000000,4,132,15,18,Алмалы,Брусиловского 163,Манхеттан (29 квартал),монолитный,2011
32000000,4,82,5,5,Ауэзов,мкр. Аксай-4,,панельный,1986
37000000,2,60,10,12,Бостандык,Розыбакиева,Atameken,монолитный,2019
20000000,2,42,1,5,Медеу,Валиханова — Маметова,,панельный,1970
33200000,2,76,7,9,Ауэзов,мкр. Аксай-4,Современный,монолитный,2014
48000000,3,97,4,13,Бостандык,проспект Сакена Сейфуллина 580,NS – Tau,монолитный,2015
70000000,4,140,,,Бостандык,Навои — Торайгырова,Сезам,монолитный,2016
43000000,3,86,8,9,Медеу,Богенбай Батыра — Орманова,,монолитный,2016
19500000,3,56,2,5,Алмалы,"мкр. Тастак-2, Дуйсенова (Болотникова) — Тлендиева",,панельный,1985
26000000,3,63,5,5,Бостандык,Жандарбекова — Жандосова,,панельный,1975
36500000,3,85,5,13,Бостандык,проспект Сакена Сейфуллина 580,NS – Tau,монолитный,2016
22500000,1,40,13,16,Бостандык,Навои 37,Науаи,монолитный,2016
37000000,2,80,10,12,Бостандык,Навои,Верный,монолитный,2019
22990000,2,58,6,9,Алмалы,Гагарина — Абая,,панельный,1989
70000000,3,116,9,10,Бостандык,Шолом-Алейхем — Попова,,монолитный,2017
26300000,1,44,11,12,Бостандык,Розыбакиева 181а — Байкадамова,Atameken,монолитный,2019
31700000,1,40,1,15,Алмалы,Манаса 109а,LEGENDA,монолитный,2018
27500000,2,52,2,9,Медеу,Гоголя — Назарбаева,,кирпичный,1984
33000000,2,67,14,16,Бостандык,Аль-Фараби — Бальзака,Астана,монолитный,2010
20500000,2,39,2,4,Бостандык,проспект Абая 60,,кирпичный,1964
19500000,3,"60,3",5,5,Бостандык,Утепова,,панельный,1975
26500000,3,70,7,9,Ауэзов,мкр. Аксай-4,,панельный,1984
20500000,2,60,3,10,Наурызбай,"мкр. Шугыла, Жунисова",,монолитный,2019
27000000,3,66,6,9,Алмалы,"мкр. Тастак-2, Туркебаева — Дуйсенова (Болотникова)",,панельный,1985
41500000,3,66,1,5,Медеу,мкр. Самал-2,,кирпичный,1991
26000000,3,64,1,18,Алмалы,Брусиловского,Алтын Булак 2,монолитный,2012
13500000,1,36,5,5,Ауэзов,мкр. Аксай-4,,панельный,1988
73000000,2,98,3,7,Медеу,Митина 4 — проспект Достык,Dostyk Residence,монолитный,2017
13500000,1,36,5,5,Ауэзов,мкр. Аксай-4,,панельный,1988
25000000,2,55,6,18,Алмалы,Каусар 286/1,Каусар,монолитный,2012
9000000,1,28,1,2,Турксиб,проспект Сакена Сейфуллина — проспект Рыскулова,,кирпичный,1965
14500000,1,40,2,5,Алатау,мкр. Саялы,,монолитный,2016
14300000,1,45,2,9,Турксиб,"Жас Канат, Баймагамбетова",,монолитный,2017
23000000,3,66,5,5,Жетысу,мкр. Айнабулак-1 10,,панельный,1988
30200000,1,40,8,14,Бостандык,Манаса 109а,LEGENDA,монолитный,2019
76000000,4,153,2,13,Бостандык,проспект Сакена Сейфуллина 580,NS – Tau,монолитный,2016
28000000,3,70,5,9,Бостандык,"мкр. Орбита-4, Биржана — Аль-Фараби",,панельный,1985
46000000,2,68,10,12,Бостандык,Розыбакиева,Atameken,монолитный,2019
19500000,2,55,1,9,Ауэзов,мкр. Аксай-4,,панельный,1988
35999900,3,90,,,Бостандык,Гагарина — Сатпаева,Өркендеу,монолитный,2017
60000000,4,120,7,20,Алмалы,Брусиловского 163,Манхеттан (29 квартал),монолитный,2011
25499999,3,72,6,9,Ауэзов,мкр. Аксай-4,,панельный,1988
24999999,2,"66,9",6,13,Турксиб,Майлина,Радужный берег,монолитный,2014
37500000,3,105,5,9,Ауэзов,мкр. Аксай-4,Современный,монолитный,2015
12700000,2,50,2,2,Турксиб,улица Станкевича 29 — Аймаутова,,,1960
37000000,3,70,5,9,Медеу,"мкр. Самал-2, Снегина Дмитрия — Достык (Ленина)",,монолитный,1990
23000000,3,"73,6",3,5,Ауэзов,мкр. Таугуль,,панельный,1992
37000000,3,70,5,9,Бостандык,Гагарина — Левитана,,панельный,1989
10200000,2,42,2,2,Медеу,Таирова — Татибекова,,кирпичный,1968
27000000,3,72,5,9,Ауэзов,мкр. Аксай-4,,панельный,1989
22000000,2,50,5,16,Ауэзов,Жандосова 140/1 — проспект Алтынсарина,,монолитный,2014
34797000,2,60,2,4,Алмалы,Карасай Батыра — Чайковского,,кирпичный,1960
26500000,3,60,2,5,Медеу,Райымбека — Назарбаева,,монолитный,1977
33000000,2,60,5,16,Бостандык,проспект Гагарина 133/2,Өркендеу,монолитный,2016
42000000,2,63,8,14,Алмалы,Манаса 109а,LEGENDA,монолитный,2018
37000000,2,80,10,12,Бостандык,Навои 314,Верный,монолитный,2019
19500000,2,56,5,6,Наурызбай,"мкр. Шугыла, Жунисова",,монолитный,2019
40000000,4,82,4,4,Бостандык,Мынбаева,,кирпичный,1969
14600000,1,45,8,9,Турксиб,"Жас Канат, Баймагамбетова",,монолитный,2017
30500000,3,82,9,15,Наурызбай,Абиша Кекилбайулы — Райымбека (Ташкентская),,монолитный,2019
30000000,3,"72,3",5,5,Ауэзов,мкр. Жетысу-1,,кирпичный,1990
18000000,1,38,4,9,Алмалы,Муканова — Казыбек би,,панельный,1992
17500000,1,36,3,9,Ауэзов,мкр. Аксай-4,,панельный,1987
23500000,3,62,2,5,Бостандык,"мкр. Орбита-4, Аль-Фараби — Торайгырова Султанмахмуда (Фрунзе)",,панельный,1977
26000000,3,"62,5",3,5,Алмалы,Муратбаева — Казыбек би,,панельный,1974
37500000,3,105,5,9,Ауэзов,мкр. Аксай-4,Современный,монолитный,2015
37000000,4,"100,1",2,9,Бостандык,Радостовца,,панельный,1996
24500000,2,"62,6",3,5,Жетысу,мкр. Кокжиек,,монолитный,2010
37500000,3,105,5,9,Ауэзов,мкр. Аксай-4,Современный,монолитный,2015
24999997,1,38,2,5,Медеу,проспект Назарбаева 220 — Сатпаева,,кирпичный,1978
35000000,2,111,7,8,Жетысу,"мкр. Айнабулак-2, Айнабулак 2 32 А",,монолитный,2009
23700000,3,"58,9",4,5,Бостандык,"мкр. Алмагуль, Жарокова — Ходжанова Султанбека (Овчарова)",,панельный,1981
14000000,1,40,3,9,Турксиб,"Жас Канат, Баймагамбетова",,монолитный,2015
29500000,3,"83,4",1,12,Наурызбай,Райымбека (Ташкентская) — Алты-алаш,,монолитный,2019
49000000,3,"110,7",13,16,Бостандык,Гагарина проспект 124 — Абая,Дом,монолитный,2019
31500000,1,42,11,12,Бостандык,Розыбакиева 178,Atameken,монолитный,2019
17000000,2,44,1,3,Алмалы,Ади Шарипова 72,,кирпичный,1961
108000000,4,130,4,21,Бостандык,Сейфуллина 187,Central Avenue,монолитный,2019
14000000,1,30,2,4,Бостандык,Тимирязева,,кирпичный,1961
78000000,5,"253,6",10,11,Алмалы,Муратбаева — Кабанбай Батыра,Ата,монолитный,2007
15000000,1,"45,8",6,7,Алатау,Северное кольцо 86/15,Северное кольцо,монолитный,2015
23000000,3,"59,7",4,5,Ауэзов,мкр. Тастак-1,,панельный,1980
24700000,3,"61,9",2,5,Алмалы,мкр. Тастак-2,,панельный,1980
21500000,2,57,10,12,Ауэзов,Момышулы — Рыскулова,Alatau City,монолитный,2018
39000000,3,101,7,9,Ауэзов,мкр. Аксай-4,Современный,монолитный,2015
45000000,3,100,5,10,Ауэзов,мкр. Аксай-5 25,Уш-Сункар,монолитный,2018
13800000,1,40,8,9,Турксиб,"Жас Канат, Баймагамбетова",,монолитный,2016
13500000,1,32,1,5,Бостандык,Клочкова — Бухар Жирау,,панельный,1980
16500000,2,44,1,3,Алмалы,Ади Шарипова 72 — Карасай Батыра,,кирпичный,1961
24500000,2,"64,1",2,5,Медеу,Макатаева — проспект Назарбаева,,кирпичный,1973
14000000,1,"29,5",1,4,Бостандык,Сатпаева 29в,,кирпичный,1964
21300000,2,54,8,9,Ауэзов,"мкр. Тастак-1, Тастак 1 12",,монолитный,1986
38950000,3,110,3,11,Алмалы,Абая — Момышулы,,монолитный,2011
13500000,1,"32,5",5,5,Ауэзов,мкр. Аксай-4,,панельный,1980
27000000,2,62,3,9,Бостандык,Гагарина 111 — Абая,,,1990
37500000,3,105,5,9,Ауэзов,мкр. Аксай-4,Современный,монолитный,2015
12900000,1,34,2,10,Ауэзов,"мкр. Аксай-4, Улугбека — Момышулы",,монолитный,2014
19000000,2,"38,8",4,4,Бостандык,Утепова 21 — Гагарина,,кирпичный,1964
21200000,2,50,3,5,Ауэзов,мкр. Аксай-4,,панельный,1988
25000000,3,62,3,5,Алмалы,Ауэзова,,панельный,1982
40500000,3,71,8,12,Медеу,Достык 30/22 — Толе би,,монолитный,1971
25000000,2,51,2,12,Бостандык,Радостовца — Бабаева,Zodiac,монолитный,2016
34000000,2,81,8,13,Бостандык,Тимирязева,Керемет,монолитный,2008
25499999,3,72,6,9,Ауэзов,мкр. Аксай-4,,панельный,1988
19900000,2,54,3,5,Ауэзов,мкр. Аксай-4,,панельный,1987
10500000,1,35,7,7,Алатау,Северное кольцо — Солтүстік айналым (қайталанған),Северное кольцо,монолитный,2016
15000000,2,"50,5",5,5,Жетысу,мкр. Кемел (Первомайское),,панельный,2003
15500000,2,57,6,6,Турксиб,"мкр. Жулдыз-2, Дунентаева 18 б",,монолитный,2007
24000000,1,40,,,Бостандык,Навои 210/1-3 — Торайгырова,Сезам,монолитный,2018
89900000,3,122,5,8,Медеу,Назарбаева 223 — Махатмы Ганди,Жеруйык,монолитный,2015
90000000,4,107,2,12,Алмалы,Наурызбай батыра 113,Exclusive Life,монолитный,2019
36500000,5,101,1,3,Жетысу,Желтоксан — проспект Райымбека,,кирпичный,1976
14700000,1,40,9,9,Ауэзов,мкр. Аксай-4,,панельный,1987
37900000,2,"85,9",14,16,Бостандык,Гагарина проспект 124 — Абая,Дом,монолитный,2019
30500000,3,60,1,6,Медеу,Бузурбаева 4Бблок1,,монолитный,2018
24500000,3,66,3,4,Бостандык,"мкр. Алмагуль, Жарокова — Ходжанова Султанбека (Овчарова)",,панельный,1980
45000000,3,82,7,12,Бостандык,Сатпаева 90 — Туркебаева,Акварель,монолитный,2019
25500000,3,"58,4",2,5,Бостандык,Ербола Сыпатаева,,панельный,1977
22500000,1,40,7,9,Алмалы,Богенбай Батыра 257 — Ауэзова,,панельный,1987
105000000,4,140,8,9,Медеу,Бекхожина,Art Residence,монолитный,2019
4200000,1,12,2,4,Алмалы,ул. Гоголя 2 — ул. Байтурсынова,,панельный,1975
26000000,3,66,2,5,Бостандык,"мкр. Коктем-3, Сатпаева — Байзакова",,панельный,1977
23000000,1,38,9,12,Бостандык,Тажибаевой,Element,монолитный,2019
70000000,4,170,12,15,Ауэзов,Жазылбека 20 — Айтиева,Каргалы,монолитный,2006
18450000,1,42,2,5,Ауэзов,мкр. Аксай-4,,панельный,1990
41000000,3,75,1,3,Бостандык,Бухар Жырау 62 — Ауэзова,,,1960
13450000,2,42,4,4,Бостандык,Радостовца — Басенова,,кирпичный,1973
22500000,3,70,5,5,Ауэзов,мкр. Аксай-4,,панельный,1987
19400000,1,44,8,9,Ауэзов,"мкр. Таугуль, Пятницкого — Шалова",,панельный,1992
30000000,3,75,2,15,Ауэзов,"мкр. Жетысу-3, Бауыржана Момышулы — проспект Абая",,монолитный,2012
40900000,4,92,3,5,Бостандык,Жандосова — Жарокова,,кирпичный,1985
25000000,2,56,7,9,Ауэзов,"мкр. Таугуль, Рыскулбекова — Саина",,панельный,1980
23500000,2,55,5,5,Бостандык,Маркова — Попова,,кирпичный,1992
22300000,3,70,5,5,Ауэзов,мкр. Аксай-4,,панельный,1987
38000000,3,82,2,12,Бостандык,Аль-фараби 81,,монолитный,1989
16000000,2,44,2,4,Ауэзов,"мкр. №7, проспект Абая",,панельный,1967
26000000,3,60,2,5,Бостандык,Ербола Сыпатаева,,панельный,1977
49000000,2,80,2,20,Медеу,"мкр. Самал-2 33 А, Снегина",,монолитный,2018
79000000,3,130,18,21,Бостандык,Аль-Фараби,AFD Plaza,монолитный,2014
15800000,2,45,2,4,Ауэзов,"мкр. №11, проспект Алтынсарина — Шаляпина",,панельный,1967
15995000,2,44,2,4,Ауэзов,мкр. №7,,панельный,1967
21200000,2,52,3,5,Ауэзов,мкр. Аксай-4,,панельный,1986
27000000,3,"68,5",1,5,Ауэзов,Жандосова 47 — Алтынсарина,,кирпичный,1986
41000000,3,83,4,5,Медеу,проспект Достык,,кирпичный,1971
16500000,1,45,7,9,Ауэзов,мкр. Аксай-3Б,,кирпичный,1994
68000000,3,118,2,15,Бостандык,Ходжанова 76,Талисман,монолитный,2010
23500000,1,45,5,25,Бостандык,Каблукова,Mega Tower Almaty,монолитный,2014
15500000,2,42,1,,Алмалы,Курмангазы — Ади Шарипова,,кирпичный,1960
21000000,2,52,3,3,Алмалы,Масанчи 77 — проспект Абая,,кирпичный,1956
29500000,4,82,1,5,Ауэзов,мкр. Аксай-4,,панельный,1987
11000000,2,44,3,4,Турксиб,проспект Суюнбая — Бекмаханова,,панельный,1980
14500000,2,55,3,5,Турксиб,Булавина — Остроумова,,,1987
30000000,2,55,8,16,,Навой 208 208,Шахристан,,2013
123000000,4,"149,4",4,12,Медеу,Мендикулова — Жолдасбекова,Фантазия,монолитный,2002
17500000,2,"48,1",5,5,Ауэзов,Шаляпина — Алтынсарина,,кирпичный,1980
37000000,2,69,16,17,Бостандык,Пр-т Абая — Тургут Озала,Гаухартас,монолитный,2009
75000000,3,165,9,9,Наурызбай,Аскарова — Аскарова Асанбая,,монолитный,2010
68000000,3,120,4,5,Медеу,Жамакаева — проспект Аль-Фараби,Тау Шатыр,монолитный,2016
64000000,4,100,1,9,Медеу,мкр. Юбилейный,,монолитный,2018
22499999,3,70,5,5,Ауэзов,мкр. Аксай-4,,панельный,1987
14700000,2,52,1,3,Турксиб,Майлина,,кирпичный,1980
11700000,2,46,2,2,Турксиб,мкр. Алтай-2 2,,,1961
115000000,3,130,20,21,Бостандык,Аль-Фараби 21 — Желтоксан,AFD Plaza,монолитный,2015
65500000,3,125,4,16,Бостандык,Навои 208/8 — Торайгырова,Шахристан,монолитный,2017
25500000,3,72,6,9,Ауэзов,мкр. Аксай-4,,панельный,1988
51000000,3,91,12,14,Медеу,Абдуллинных 28/1 — Гоголя,Central Park Residence,монолитный,2016
18300000,2,"40,4",4,4,Бостандык,"мкр. Коктем-3, Байкадамова",,кирпичный,1960
95000000,3,125,9,21,Бостандык,Аль-Фараби 21/8 — Желтоксан,AFD Plaza,монолитный,2015
15300000,1,45,12,12,Алатау,3-я 33/1,Alatau City,монолитный,2012
35000000,2,"73,7",7,10,Бостандык,Тимирязева 111А — Розыбакиева,Импорио,монолитный,2009
29200000,4,82,1,5,Ауэзов,мкр. Аксай-4,,панельный,1987
40375000,4,"80,2",7,9,Медеу,"мкр. Самал-2, Самал 2 52 — Мендыкулова",,монолитный,1992
60000000,4,164,5,6,Ауэзов,мкр. Мамыр-3 4-a,,панельный,2006
350000000,8,377,21,22,Алмалы,Кабанбай батыра 87 — Абылай хана,Столичный Центр,монолитный,2005
75000000,3,106,13,18,Бостандык,Назарбаева 223 — Махатмы Ганди,Жеруйык,монолитный,2015
50400000,3,70,2,3,Алмалы,проспект Абылай Хана 96 — Жамбыла,,кирпичный,1958
19000000,1,"39,4",7,9,Бостандык,Айманова 149 — Джандосова,,панельный,1984
16400000,1,42,4,9,Ауэзов,мкр. Аксай-3Б 7,,кирпичный,1994
22000000,3,70,5,5,Ауэзов,мкр. Аксай-4,,панельный,1987
31000000,3,85,8,10,Ауэзов,"мкр. Аксай-4, Бауыржана Момышулы — Улугбека (Домостроительная)",,монолитный,2014
11200000,1,31,5,5,Ауэзов,мкр. Аксай-1 20,,панельный,1978
21000000,3,68,4,12,Ауэзов,"мкр. Аксай-1А, Бауыржана Момышулы — Толе би",,монолитный,1997
38000000,2,"85,5",15,16,Бостандык,Гагарина проспект 124 — Абая,Дом,монолитный,2019
16000000,1,50,6,9,Алатау,мкр. Акбулак,,монолитный,2012
17000000,1,40,8,9,Ауэзов,мкр. Аксай-4,,монолитный,1989
67000000,3,100,19,21,Медеу,Сейфуллина 187 — Каратаева,Central Avenue,монолитный,2019
23500000,3,67,3,5,Бостандык,"мкр. Орбита-2, Навои — Торайгырова Султанмахмуда (Фрунзе)",,панельный,1975
75000000,3,128,18,21,Бостандык,Аль-Фараби 21 — Желтоксан,AFD Plaza,монолитный,2013
59500000,3,70,2,3,Медеу,Кабанбай Батыра 104 — Тулебаева,,кирпичный,1953
141000000,4,200,2,9,Бостандык,Сатпаева 24 — Байтурсынова,Звезда Востока,монолитный,2005
70000000,4,114,1,3,Алмалы,Абая 51/53 — Чайковского,,кирпичный,1960
16500000,1,40,4,9,Ауэзов,мкр. Жетысу-1 37,,панельный,1990
16500000,2,43,1,3,Алмалы,Ади Шарипова 72 — Карасай Батыра,,кирпичный,1961
80000000,3,105,1,6,Бостандык,6-й переулок 25/1,Ремизовка,монолитный,2019
38000000,2,"87,1",6,16,Бостандык,Гагарина проспект 124 — Абая,Дом,монолитный,2019
135000000,4,160,14,21,Бостандык,Аль-Фараби 21/8,AFD Plaza,монолитный,2015
86000000,4,126,4,4,Медеу,Кунаева 158 — Курмангазы,,кирпичный,1977
56000000,2,90,7,32,Бостандык,Аль-Фараби 7 — Переулок Казыбаева,Нурлы Тау,монолитный,2007
49800000,3,73,1,4,Медеу,Тулебаева 125 — Кабанбай Батыра,,кирпичный,1967
98000000,4,"166,4",5,17,Медеу,Луганского 1 — Сатпаева,Арман,монолитный,2007
15000000,1,31,6,10,Ауэзов,мкр. Аксай-4,,панельный,2012
64000000,4,147,12,16,Бостандык,Гагарина проспект 124 — Абая,Дом,монолитный,2019
64000000,3,147,12,16,Бостандык,Гагарина проспект 124 — Абая,Дом,монолитный,2019
34000000,3,95,10,14,Ауэзов,"мкр. Мамыр-3, Шаляпина 23 — Саина",Тау Терек,монолитный,2007
75000000,4,150,5,19,Алмалы,Курмангазы — Муканова,Жастар Mag,монолитный,2007
200000000,4,197,3,7,Медеу,Фурманова 301 — Кажымукана,Ренессанс,монолитный,2007
22400000,3,65,2,5,Ауэзов,Саина — Кабдолова,,панельный,1976
19700000,2,44,2,5,Алмалы,Муратбаева,,панельный,1980
75000000,3,80,4,5,Медеу,Зенкова 77 — Курмангазы,,кирпичный,1980
44000000,3,"115,2",6,11,Ауэзов,"мкр. Жетысу-3, Саина — Абая",,монолитный,2010
21000000,3,60,2,4,Бостандык,Гагарина — Утепова,,кирпичный,1965
100000000,4,"130,5",8,21,Ауэзов,Аскарова — Саина,Apple Town,монолитный,2011
24900000,3,70,3,5,Ауэзов,"мкр. Аксай-2, Елемесова — Саина",,панельный,1981
48000000,4,140,12,14,Ауэзов,"мкр. Таугуль, Жандосова Новои",,монолитный,2010
43500000,3,"110,7",6,11,Ауэзов,"мкр. Жетысу-3, проспект Абая — Бауыржана Момышулы",,монолитный,2009
25800000,3,70,5,5,Ауэзов,мкр. Аксай-4,,панельный,2013
24500000,3,"65,2",8,9,Ауэзов,"мкр. Аксай-2, Саина — Елемесова",,панельный,1984
13200000,1,33,2,4,Бостандык,БухарЖирау — Манаса,,кирпичный,1965
39000000,3,"95,2",7,9,Ауэзов,"мкр. Мамыр-3, Саина — Шаляпина",,монолитный,2005
15000000,1,40,7,9,Ауэзов,мкр. Аксай-3 26,,панельный,1986
48000000,3,101,6,30,Бостандык,"мкр. Нур Алатау, Аль-Фараби",Нурлы Тау,монолитный,2008
18000000,2,"44,5",3,4,Ауэзов,"мкр. №1, №1 ул.Саина 75 — проспект Улугбека",,панельный,1969
24000000,3,70,4,9,Алмалы,Тастак 2 — Толеби Тлендиева,,панельный,1987
22400000,3,70,5,5,Ауэзов,"мкр. Аксай-3А, Толе би — Яссауи",,панельный,1990
37000000,3,95,2,10,Ауэзов,мкр. Аксай-1А,,монолитный,2008
19500000,2,58,4,5,Жетысу,мкр. Кулагер 68,,,2007
20000000,3,59,3,4,Ауэзов,мкр. №7,,панельный,1968
20500000,3,63,2,4,Алмалы,Муратбаева — Толеби,,панельный,1975
8500000,1,34,2,2,Жетысу,Емцова — Райымбека,,кирпичный,1970
17000000,1,40,8,9,Ауэзов,мкр. Аксай-4,,монолитный,1989
64000000,4,155,10,17,Бостандык,Гагарина проспект 124 — Абая,Дом,монолитный,2019
25500000,3,76,6,6,Ауэзов,"мкр. Аксай-4, Саина — Улугбека (Домостроительная)",,кирпичный,2010
69300000,3,"120,7",20,22,Бостандык,Бухар жырау 27/5 — Маркова,,монолитный,2008
24500000,3,70,1,9,Ауэзов,"мкр. Таугуль-1, Навои — Токтабаева",,панельный,1991
24900000,3,70,3,5,Ауэзов,"мкр. Аксай-5, Бауыржана Момышулы — Улугбека (Домостроительная)",,панельный,1989
25000000,3,70,7,9,Ауэзов,"мкр. Аксай-2, Елемесова — Бауыржана Момышулы",,панельный,1984
29500000,2,55,8,16,Бостандык,Навои — Торайгырова Султанмахмуда,Шахристан,монолитный,2017
37800000,3,"70,5",2,5,Алмалы,Жамбыла 84 — Наурызбай Батыра,,кирпичный,1988
27000000,2,54,14,16,Ауэзов,Навои — Жандосова,Науаи,монолитный,2008
14500000,1,43,2,9,Турксиб,Жас Канат,,монолитный,2017
18300000,2,45,5,5,Алмалы,Клочкова — Кабанбай Батыра (Калинина),,панельный,1980
14000000,1,38,1,9,Ауэзов,мкр. Аксай-3,,панельный,1990
16500000,3,"76,5",,,Алатау,"мкр. Карасу, улица № 6 158",КГ Карасу,,2019
19900000,3,60,1,5,Бостандык,Манаса (Чапаева) — Абая,,панельный,1974
22500000,3,68,3,4,Алмалы,проспект Абая — проспект Абылай Хана,,панельный,1964
21500000,1,"53,2",10,16,Бостандык,Гагарина проспект 124 — Абая,Дом,монолитный,2018
220000000,4,165,4,6,Медеу,Зенкова 75 — Шевченко,Версаль,монолитный,2007
15000000,1,41,1,7,Турксиб,мкр. Жулдыз-2,,монолитный,2007
70000000,4,110,2,5,Медеу,Шевченко 2 — Калдаякова,,кирпичный,1976
46000000,4,"85,1",9,9,Медеу,Кунаева 51 — Гоголя,,кирпичный,1979
46000000,4,"85,1",9,9,Медеу,Кунаева 51 — Гоголя,,кирпичный,1979
13500000,1,"32,6",5,5,Ауэзов,мкр. Аксай-4,,панельный,1988
29000000,2,52,8,17,Бостандык,Навои 208 — Торайгырова,Шахристан,монолитный,2009
47000000,4,90,4,5,Алмалы,Казыбек Би 78 — Наурызбай Батыра,,кирпичный,1980
70000000,2,62,5,7,Медеу,Кажымукана 59 — проспект Назарбаева,ile de France,монолитный,2016
137000000,4,209,2,9,Бостандык,Сатпаева 24 — Байтурсынова,,монолитный,2004
12500000,1,31,1,5,Алмалы,Брусиловского,,панельный,1982
