price,rooms,area,floor,total_floor,district,"address",ZHK,type,year
25000000,3,58,1,4,Алмалы,проспект Абылай Хана 26 — Райымбека,,панельный,1969
93000000,4,"130,5",20,21,Ауэзов,Аскарова — Саина,Apple Town,монолитный,2011
38000000,4,"87,8",3,3,Алмалы,Назарбаева 53 — Молдагуловой,,кирпичный,1961
24000000,3,68,1,3,Жетысу,"мкр. Дорожник, Кокмайса 1",,монолитный,1985
19000000,2,"43,3",5,5,Алмалы,Шагабутдинова — Жамбыла,,панельный,1978
25000000,2,42,2,12,Бостандык,Бабаева 158 — Радостовца,Zodiac,монолитный,2016
9500000,1,37,5,5,Турксиб,Сейфуллина 1/5,,кирпичный,1995
42000000,2,70,4,,Ауэзов,мкр. Мамыр-1 29/7,Спутник,,2015
21500000,1,70,4,16,Наурызбай,"мкр. Шугыла, Жуалы",Премьера,монолитный,2012
14300000,1,40,4,5,Алатау,мкр. Саялы 112,,монолитный,2018
17000000,1,32,5,5,Бостандык,Сатпаева 76а,,панельный,1984
11300000,2,"44,4",1,4,Турксиб,Красногвардейский тр. 292А,,панельный,1968
46000000,3,98,4,17,Бостандык,Абая 150/230 — Тургута Озала,Гаухартас,монолитный,2009
33000000,3,72,4,4,Алмалы,Байзакова — Богенбай Батыра,,панельный,1970
18500000,1,52,7,9,Ауэзов,мкр. №2,,монолитный,2016
10000000,1,33,2,2,Алатау,Емцова 22А,,кирпичный,1967
12600000,1,33,2,4,Ауэзов,"мкр. №5, Утеген Батыра — проспект Абая",,панельный,1967
31500000,2,67,5,15,Бостандык,Аль-Фараби — Шашкина Зейна (Университетская),,монолитный,2007
19000000,1,"51,1",1,5,Турксиб,Тлеуберды Сауранбаева 19/2 — Молдагалиева,,монолитный,2015
40500000,3,100,7,17,Бостандык,Гагарина — Мынбаева,,монолитный,2015
85000000,3,120,14,21,Бостандык,Аль-Фараби — Желтоксан (Мира),AFD Plaza,монолитный,2015
37500000,3,"81,7",10,10,Ауэзов,мкр. Жетысу-3 17,,монолитный,2005
12800000,1,33,3,4,Ауэзов,"мкр. №7, Янтарная — проспект Абая",,панельный,1967
16300000,2,45,3,5,Ауэзов,"мкр. №8, Алтынсарина (Правды) — Абая",,панельный,1969
28500000,3,70,4,5,Бостандык,Умбетбаева — Айманова,,панельный,1980
87000000,3,150,6,13,Бостандык,Розыбакиева 283а — Аль-Фараби,,монолитный,2017
18000000,3,60,2,4,Ауэзов,"мкр. №8, Абая — Алтынсарина (Правды)",,панельный,1966
16400000,2,43,2,4,Бостандык,Гагарина — Басенова,,кирпичный,1963
17000000,2,45,3,4,Ауэзов,"мкр. №8, проспект Абая — Утеген Батыра",,панельный,1967
32500000,2,70,14,15,Бостандык,Масанчи — Абая,,монолитный,2004
11900000,1,32,4,4,Ауэзов,мкр. №2,,панельный,1963
35000000,3,73,8,9,Ауэзов,мкр. Аксай-4 57,,панельный,1989
20000000,3,68,2,2,Турксиб,Чехова,,,1968
65000000,4,100,3,5,Медеу,Каирбекова Гафу (Талгарская) — Жибек Жолы (Горького),,кирпичный,1988
25000000,3,75,1,5,Турксиб,Осепиенко 18 — Тынышпаева,,кирпичный,1980
25000000,3,75,1,5,Турксиб,Осепиенко 18 — Тынышпаева,,кирпичный,1980
19500000,3,59,2,4,Ауэзов,"мкр. №7, проспект Алтынсарина — проспект Абая",,панельный,1966
53000000,3,"115,6",8,16,Ауэзов,Навои — Жандосова,ВЕК,монолитный,2008
34000000,2,70,3,16,Бостандык,Навои — Жандосова,ВЕК,монолитный,2016
16700000,2,45,2,4,Ауэзов,мкр. №2,,панельный,1962
24900000,2,109,12,16,Наурызбай,"мкр. Шугыла, Жуалы 1-29",Премьера,монолитный,2014
55000000,2,80,5,6,Медеу,Сагадат Нурмагамбетова — Воад,Koktobe city,кирпичный,2014
15000000,1,42,3,5,Алатау,"мкр. Саялы, Саина",,монолитный,2016
60000000,3,96,10,13,Алмалы,Сейфуллина 499,Бакытты омир,монолитный,2017
13800000,2,43,1,4,Ауэзов,мкр. №2,,панельный,1965
22000000,3,58,5,5,Ауэзов,"мкр. Тастак-1, Фурката",,панельный,1982
14800000,2,47,5,5,Алмалы,проспект Райымбека — Гончарова,,,1984
19000000,2,43,3,4,Алмалы,Исаева,,панельный,1972
20022000,2,43,2,4,Алмалы,Сейфуллина — Казбек би,,кирпичный,1963
20800000,2,43,2,5,Алмалы,Радостовца Владимира (Мориса Тореза) — Богенбай Батыра (Кирова),,панельный,1978
40000000,3,"68,4",3,5,Медеу,Пушкина — Карасай Батыра (Виноградова),,кирпичный,1976
69000000,3,116,8,15,,Навои 7 — Жандосова,ВЕК,монолитный,2007
21000000,3,59,2,4,Алмалы,Муратбаева — Толе Би (Комсомольская),,панельный,1970
6700000,1,20,3,5,Алмалы,Райымбек батыра 206Б — Баженова,,кирпичный,1977
22000000,3,63,4,5,Алмалы,Жарокова — Жамбыла,,панельный,1979
71500000,4,153,5,13,Бостандык,Аль-Фараби 97,Аэлита,кирпичный,2005
14800000,2,46,2,4,Ауэзов,мкр. №2,,панельный,1964
21500000,3,63,5,5,Алмалы,Карасай Батыра (Виноградова) — Радостовца Владимира (Мориса Тореза),,панельный,1978
21000000,3,"68,2",1,3,Турксиб,мкр. Жулдыз-2 4,,,1985
44000000,2,80,10,18,Ауэзов,Навои — Жандосова,ВЕК,монолитный,2017
25000000,2,55,7,15,Бостандык,Навои — Жандосова,ВЕК,монолитный,2008
10000000,1,30,9,9,Ауэзов,"мкр. Аксай-1А 30 а, Между яссауи и момышулы по толеби",,,2019
29900000,2,78,2,16,Бостандык,Наваи — Жандосова,ВЕК,монолитный,2008
47000000,2,76,4,7,Алмалы,Толе би 69,,кирпичный,1991
26900000,3,80,2,6,Наурызбай,"мкр. Шугыла, Жунисова 10 к 17",Alma City,монолитный,2019
87321150,3,"145,9",2,3,Бостандык,Мусабаева 15,Посольский,кирпичный,2019
49080000,3,"81,8",2,3,Бостандык,Мусабаева 15,Посольский,монолитный,2019
8500000,1,"29,1",6,9,Ауэзов,"мкр. Аксай-1А, Аксай 1 А. — Толе би",,монолитный,2007
90000000,4,150,2,3,Бостандык,Мусабаева 15,Посольский,кирпичный,2019
52320000,2,87,2,3,Бостандык,Мусабаева 15,Посольский,кирпичный,2019
87000000,2,83,6,8,,Омарова 37,Европолис,,2010
105000000,4,123,1,3,Медеу,Аль-Фараби 116,Esentai City,кирпичный,2018
130000000,9,505,20,20,Медеу,проспект Достык 162 — Жолдасбекова,Алматы Тауэрс,монолитный,2007
25500000,3,"61,3",1,5,Бостандык,Клочкова — Абая,,панельный,1973
14000000,1,44,7,9,Турксиб,"Жас Канат, Баймагамбетова",,монолитный,2015
30000000,4,75,1,4,Ауэзов,"мкр. №12, Шаляпина 8 — Берегового",,панельный,1970
23000000,2,"52,1",5,5,Алмалы,"мкр. Тастак-3, Аносова 45",,панельный,1980
10500000,1,16,4,5,Алмалы,Шевченко 149 — Манаса,,кирпичный,1984
75000000,3,105,1,3,Бостандык,6-я 66,Bright Hills,кирпичный,2019
11800000,1,33,3,4,Ауэзов,мкр. №2,,панельный,1962
28000000,2,54,1,5,Бостандык,Римского-Корсакова 3 — Бухар-жирау,,кирпичный,1978
16900000,2,55,6,6,Наурызбай,"мкр. Шугыла, Жунисова 10 к 17 — Жунисова",Alma City,монолитный,2019
20000000,3,57,4,4,Бостандык,мкр. Мирас,,панельный,1966
14500000,1,45,2,5,Турксиб,"Жас Канат, Баймагамбетова",,монолитный,2017
14700000,2,42,5,5,Ауэзов,Сайна 10 — Толе би,,кирпичный,1981
10000000,1,47,1,2,,17 улица 40,,панельный,2017
47000000,3,108,7,16,Ауэзов,мкр. Мамыр-1,Спутник,монолитный,2014
24800000,3,"58,3",4,5,Алмалы,Макатаева,,панельный,1974
20800000,2,51,17,18,Бостандык,Навои,ВЕК,монолитный,2007
26000000,3,58,4,5,Ауэзов,"мкр. Аксай-3 3, Толе би Момышулы",,панельный,1984
45000000,3,65,2,5,Медеу,Абдуллиных — Жибек жолы,,кирпичный,1986
40500000,3,100,7,17,Бостандык,Гагарина — Мынбаева,,монолитный,2015
85000000,3,120,14,21,Бостандык,Аль-Фараби — Желтоксан (Мира),AFD Plaza,монолитный,2015
16000000,2,45,3,5,Ауэзов,"мкр. №8, Алтынсарина (Правды) — Абая",,панельный,1969
18000000,3,60,2,4,Ауэзов,"мкр. №8, Абая — Алтынсарина (Правды)",,панельный,1966
14000000,1,40,3,5,Жетысу,"мкр. Айнабулак-3 157, Айнабулак",,панельный,1992
25300000,3,65,3,5,Турксиб,мкр. Жулдыз-1 23,,,1990
29500000,3,"77,5",4,5,Жетысу,"мкр. Кулагер, Серикова- Омарова",,кирпичный,2007
50000000,3,100,5,8,Алмалы,Сейфуллина 510 — Джамбула,,кирпичный,1980
20800000,2,51,17,18,Бостандык,Навои,ВЕК,монолитный,2007
14000000,1,44,7,9,Турксиб,"Жас Канат, Баймагамбетова",,монолитный,2015
15500000,1,"31,9",2,5,Алмалы,Байтурсынова 1 — Макатаева,,панельный,1977
45000000,1,50,8,12,Медеу,"мкр. Коктобе, Бекхожина 15",Art Residence,монолитный,2019
57000000,4,155,2,5,Наурызбай,"мкр. Тастыбулак, Набережная 2–24",Алатау Плюс (КГ),кирпичный,2011
14000000,2,43,4,4,Ауэзов,мкр. №2,,панельный,1963
39500000,3,116,10,13,Алмалы,"мкр. Тастак-2, Толе би 273а — Тлендиева",Жайлы,монолитный,2015
16000000,3,58,4,4,Ауэзов,мкр. №2,,панельный,1963
29000000,1,60,5,12,Медеу,Кайырбекова Гоголя 37 — Гоголя,Central Park Residence,монолитный,2016
15000000,1,"44,1",5,5,Жетысу,"мкр. Айнабулак-4 173, Жумабаева",,панельный,1985
33000000,2,42,2,4,Медеу,Назарбаева 278 — Выше Хаджи-Мукана,,кирпичный,1968
